concept,language,translations
ear,xho,"['indlebe', 'ezindlebeni', 'neendlebe', 'endlebeni', 'iindlebe', 'nendlebe', 'ngeendlebe', 'izikhwebu', 'unendlebe', 'uneendlebe', 'nezikhwebu', 'ndlebe', 'awayesezindlebeni', 'kwezithungu', 'nasezindlebeni', 'ngendlebe', 'zineendlebe', 'baneendlebe', 'yasekunene', 'neflakisi', 'asezindlebeni', 'kwezikhwebu', 'kwizithungu', 'sezindlebeni', 'yesikhwebu', 'wuphulaphule', 'evayo', 'ziindlebe', 'beneendlebe', 'ivileyo', 'zithi', 'nangeendlebe', 'sendlebe', 'oneendlebe', 'nineendlebe', 'mazwi', 'wayinqumlayo', 'kuyifulathela']"
ear,ita,"['orecchi', 'orecchio', 'l’orecchio', 'spighe', 'destro', 'spiga', 'dell’orecchio', 'sfilare', 'all’orecchio', 'apristi', 'd’orecchio', 'd’orecchi']"
ear,lit,"['ausis', 'ausį', 'ausys', 'ausimis', 'varpos', 'girdint', 'išgirsk', 'dėmesio', 'ausies', 'ausyse', 'išklausyk', 'ausų', 'išgirskite', 'dėmesį', 'varpas', 'klausykite', ',', 'įsidėmėkite', 'varpų', 'klausykitės', 'pėdų', 'skaitė', 'jums', 'neklausė', 'supraskite', 'neklauso', 'sapną', 'auskarus', 'išplaukę', 'išgirdo', 'bliovimas', 'manimi', 'pranešiu', 'nepranešė', 'kai', 'girdėjome', 'įsidėmėk', 'girdėjau', 'patarlių', 'klausykis', 'išklausė', 'ganytojau', 'supratimui', 'melagispikto', 'papuošalas', 'kareivijų', 'nuimant', 'apsireiškė', 'pagalbos', 'ausisauskarus', 'girdėti', 'žodžius', 'ausims']"
ear,mlt,"['widen', 'widnejn', 'widintu', 'f’widnejn', 'widintek', 'widnejk', 'widnejhom', 'widnejh', 'il-widna', 'ħa', 'sbuliet', 'tal-widna', 'f’widnejja', 'is-sbul', 'widinti', 'b’widnejja', 'jisimgħuh', 'widnithom', 'f’widnejkom', 'b’widnejna', 'f’widnejhom', 'b’dan', 'f’widnejh', 'widnejja', 'widnitkom', 'b’widnejk', 's-sbuliet', 'sbul', 'jisimgħu', 'jgħidli', 'jisimgħux', 'widnejkom', 'widna', 'bis-sbul', 'jisimgħuk', 'jismagħhom', 'jismagħkom', 'jismagħna', 'maħsud', 'bħar-ras', 'widnejha', 'widnet', 'għall-widna', 'b’widnejh', 'tismaʼ', 'b’widnejkom', 'f’widnejk', 'minnu', 'għajjat', 'il-kliem', 'widnejna', 'l-widna']"
ear,rus,"['ухо', 'уши', 'уха', 'ушей', 'ушами', 'ушах', 'колосья', 'колосьев', 'слышал', 'этого', 'вслух', 'перед', 'открыл', 'богах', 'людях', 'услышь', 'колосился', 'слуге', 'слушали', 'прислушался', 'верхушка', 'услышишь', 'склонился', 'услышит', 'прислушайся', 'читать', 'остальным', 'правителю', 'скажу', 'раба', 'внимательно', 'прекратят']"
ear,srp,"['uho', 'uši', 'ušiju', 'ušima', 'uha', 'klasje', 'slušaj', 'slušajte', 'čuje', 'čuju', 'klasova', 'čuj', 'poslušajte', 'izraslo', 'pred', 'javio', 'kaže', 'javi', 'nju', 'slušali', 'klasu', 'slušate', 'klasove', 'kazao', 'javili', 'pokorno', 'prigneš', 'poguban', 'poslušaj', 'čujte', 'poslušati', 'pleme', 'slušalo', 'čujemo', 'zapoveđeno']"
ear,slk,"['ucho', 'uší', 'uši', 'ušami', 'ušiach', 'ucha', 'nech', 'klasov', 'klasy', 'ušiam', 'uchu', 'klasmi', 'uchom', 'klase', 'snopov', 'sluchu', 'obilného', 'miestodržiteľ', 'vypočujte']"
ear,swe,"['öron', 'öra', 'lyssna', 'örat', 'ax', 'axen', 'öronen', 'må', 'örsnibben', 'örsnibb', 'mig', 'dig', 'hörde', 'klaga', 'lyssnat', 'hörandes', 'medan', 'för']"
ear,ces,"['ucho', 'uší', 'uši', 'sluchu', 'uším', 'ušima', 'klasy', 'ucha', 'uších', 'klasů', 'uchu', 'uchem', 'klasu', 'obilného', 'místodržitel']"
ear,gla,"['cluasan', 'chuala', 'chluasan', 'chluas']"
ear,msa,"['bertelinga', 'telinganja', 'telinga', 'telingamoe', 'katelinga', 'kelak', 'katelingakoe', 'penengar']"
ear,fas,"['گوش', 'شنوا', 'گوش\u200cهای', 'قطع', 'چرا', 'گوشم', 'گوشش', 'نامطیع', 'گوش\u200cهایشان', 'گوش\u200cهایی', 'گوشی', 'حسب']"
ear,hye,"['ականջը', 'ականջ', 'ականջները', 'դիր', 'դրեք', 'ականջին', 'ականջի', 'ականջդ', 'ականջներ', 'ականջներով', 'հասկեր', 'հասկերը', 'ականջիս', 'ականջն', 'լսեցի', 'ականջներովդ', 'ականջների', 'առաջ', 'ներկայությամբ', 'ընթերցեց', 'դնում', 'ականջս', 'ականջներում', 'խոնարհեցրու', 'ականջներին', 'պատմեց', 'վուշը', 'դնես', 'ասա', 'ականջներից', 'օղերը', 'վիճակի', 'առանձնացրեք', 'հայտնել', 'հասնում', 'հայտնելու', 'հայտնի', 'չհայտնեմ', 'պահի', 'ծառային', 'ականջներն', 'հասկանալ', 'ընթերցվեց', 'գլխիկի', 'հանելուկս', 'կլսի', 'ականջներս', 'ներքաշվում', 'լսածով', 'ունեցար', 'կասեմ', 'կարդա', 'պատմեցին', 'ականջներդ', 'լսելու']"
mouth,eng,"['mouth', 'mouths']"
mouth,spa,"['boca', 'bocas', 'matriz']"
mouth,deu,"['mund', 'mundes', 'maul', 'öffnung', 'mündung', 'aussage', 'rachen', 'munde', 'mäulern', 'gekommen', 'eingang', 'mundstück', 'auftut', 'höhlenöffnung']"
mouth,zho,"['口中', '口', '口里', '开口', '亲口', '嘴', '的', '口说', '话', '掩口', '人口', '我的口', '满口', '你', '传给', '口边', '嘴巴', '吃', '井口', '袋口', '口才', '凭着', '出口', '口向', '嘴里', '教', '口所', '当', '闭口无言', '口定', '你手', '心', '床上', '有口', '口舌', '口必', '龙口', '辊到', '捧', '言', '入口', '口对着', '大大', '交托', '主', '卸', '射箭', '曾用口', '用口', '喘气', '明慧', '得当', '饥饿', '口腹', '说出', '开头', '咽喉', '张嘴的', '尼罗', '口已', '气力生', '不言', '向南', '面对面', '边上', '口埋于', '或祸或福', '把口', '咀嚼', '坦率', '一切事', '全家', '堵住', '环扣', '口像', '张']"
mouth,fra,"['bouche', 'gueule', 'l’entrée', 'dire', 'bouches', 'ouverture', 'matrice', 'l’ouverture', 'l’embouchure', 'palais']"
mouth,nld,"['mond', 'opening', 'muil', 'monde', 'bek', 'verklaring', 'monding', 'ingang', 'gekomen', 'opendoet', 'uitspraak', 'toegang', 'gehemelte', 'muilen']"
mouth,pol,"['ust', 'usta', 'ustach', 'ustami', 'paszczę', 'paszczy', 'wierzchu', 'otworu', 'otwór', 'ustom', 'otworze', 'podstawie', 'łona', 'paszcze', 'paszczą', 'pysków', 'ujście', 'wejścia', 'ujściu', 'wlotu', 'podniebienia', 'mówią', 'pyszczek', 'twarz', 'pyski', 'pyskach', 'paszcza']"
mouth,tur,"['ağzından', 'ağzını', 'ağzına', 'ağzı', 'ağzımdan', 'çıkan', 'ağzında', 'ağzıma', 'ağızlarını', 'ağız', 'ağzım', 'dilinde', 'ağzınızdan', 'ağızlarından', 'ağzımı', 'ağızdan', 'ağzın', 'ağzındaki', 'dilime', 'dilinden', ',', 'diş', 'ağzımda', 'dilimden', 'ağızları', 'ağzının', 'ağızlarında', 'bildirerek', 'ağzınla', 'söz', 'açıp', 'diline', 'dil', 'çeker', 'düşmez', 'alay', 'dökülecek', 'diliyle', 'yüz', 'soralım', 'getirirdi', 'ağzındaydı', 'konuşurken', 'yüze', 'dayanan', 'söyleyeceği', 'şahitlerin', 'sonuca', 'gerektiğini', 'diyecek', 'getiriyor', 'çökmemiş', 'kapamayacağım', 'kapayın', 'sakınırlardı', 'yolladımsa', 'açmalıyım', 'emindir', 'açmıyorum', 'açamadım', 'saçıyor', 'dillerinden', 'yaptıkların', 'istediler', 'eşiğine', 'ağzındadır', 'üşenir', 'kapat', 'didinir', 'dudakların', 'dilimi', 'ağzınızda', 'komşularına', 'ağzındasın', 'elinizle', 'yapıştıracağım', 'çözeceğim', 'laflar', 'ağza', 'sözlerinle', 'beklemelidir', 'başlayacakken', 'duyman', 'korintoslular', 'aldılar', 'duyulmamıştır']"
mouth,rus,"['уста', 'уст', 'устах', 'устами', 'рот', 'рта', 'пасти', 'рту', 'слов', 'устье', 'пасть', 'устам', 'них', 'вход', 'губы', 'утробы', 'сказанного', 'язык', 'говорил', 'пастей', 'дичью', 'отверстие', 'говорю', 'показаниям', 'нужны', 'говорите', 'входу', 'губами', 'сказать', 'научил', 'скажет', 'манны', 'поцелуи', 'входе', 'речь', 'речей', 'наклонён', 'приказ', 'челюстей', 'ход', 'коварны', 'свинца', 'говорят', 'показаниями', 'слове', 'пастях']"
mouth,fin,"['suunsa', 'suu', 'suuni', 'suusta', 'suustaan', 'suusi', 'suuhunsa', 'suuhun', 'suun', 'suulla', 'suullaan', 'suussa', 'suulle', 'suussasi', 'suussaan', 'suustani', 'suutaan', 'suuhuni', 'suustanne', 'kitansa', 'kidasta', 'suutani', 'suustasi', 'suullani', 'suussani', 'suullasi', 'suulleen', 'suulleni', 'suuta', 'suuhusi', 'suullesi', 'suutasi', 'suumme', 'suullanne', 'itseltään', 'vieritettiin', 'suuna', 'lausunnon', 'määrä', 'sanottavana', 'kerrottavana', 'lentosuukkoja', 'kitaan', 'sanoista', 'suultasi', 'kysymättä', 'ammollaan', 'suustamme', 'kitalakeesi', 'kidan', 'vahvistettaisiin', 'suutansa', 'suut']"
mouth,est,"['suu', 'suust', 'suus', 'suud', 'ütlemast', 'suuga', 'suurauad']"
mouth,ita,"['bocca', 'bocche', 'all’imboccatura', 'seno', 'l’imboccatura', 'palato']"
mouth,cym,"['enau', 'genau', 'ngenau', 'safn', 'safnau', 'geneuau', 'fin', 'enau’r', 'wyneb', 'ddywedo', 'dystiolaeth', 'enedigaeth', 'pennau', 'hi', 'bwyta', 'thafotrwm', 'raeadr', 'terfynir', 'triwyr', 'wefl', 'mhen', 'ddeall', 'safnrhwth', 'air', 'min', 'achwyn', 'mhennau’r', 'twyll']"
tooth,eng,"['teeth', 'tooth']"
tooth,spa,"['dientes', 'diente']"
tooth,deu,"['zähne', 'zähnen', 'zahn', 'zähneknirschen']"
tooth,zho,"['牙齿', '咬牙切齿', '切齿', '牙', '酸', '以牙还牙', '打落', '牙上', '岩崖', '过于', '撕裂', '利齿', '以眼还眼']"
tooth,fra,"['dents', 'dent']"
tooth,pol,"['zębami', 'zęby', 'ząb', 'zębów', 'zębach', 'zębiastej', 'zębom', 'ścierpną']"
tooth,rus,"['зубами', 'зубы', 'зубах', 'зуб', 'зубов', 'выбьет', 'ядовитых', 'скала', 'опасности', 'смерти', 'гребне', 'зубам', 'зубьями', 'большие', 'голодать']"
tooth,fin,"['hampaat', 'hampaitaan', 'hammas', 'kiristely', 'hampaita', 'hampaittensa', 'hampaasi', 'hampaiden', 'valkoiset', 'sakara', 'hampaissani', 'hampaitteni', 'hampaistaan', 'hampaisiinsa', 'hampaille', 'murskaa', 'hampaillaan']"
tooth,est,"['hambaid', 'hammas', 'hambad']"
tooth,ita,"['denti', 'dente']"
tooth,cym,"['dannedd', 'ddannedd', 'dant', 'nannedd', 'ddant', 'safiad', 'ysgithredd', 'ddanheddog']"
tongue,eng,"['tongue', 'tongues']"
tongue,spa,"['lengua', 'lenguas']"
tongue,deu,"['zunge', 'zungen', 'sprache', 'ergeben', 'lykaọnisch', 'geübt', 'engelszungen', 'zungenreden']"
tongue,zho,"['舌头', '方言', '语言', '口舌', '敢', '舌下', '惧怕', '种', '我的舌', '你', '叹息', '慈爱', '离', '生命', '城墙', '君王', '舌', '保护', '毫无用处', '火舌', '口', '族', '而是', '说话', '说和', '大声说', '万口必', '言和']"
tongue,fra,"['langue', 'langues', 'lycaonien']"
tongue,rus,"['язык', 'языком', 'языке', 'языках', 'языки', 'языка', 'языку', 'языков', 'языкам', 'косноязычен', 'залает', 'ничего', 'залив', 'устах', 'по-ликаонски', 'языками']"
tongue,fin,"['kieli', 'kielensä', 'kielellä', 'kielillä', 'kielen', 'kieleni', 'kieltä', 'kieltään', 'kielellään', 'kielelläni', 'kieliä', 'kielesi', 'kielistä', 'kielittäin', 'kielestä', 'kielelle', 'kielenne', 'kielet', 'kielikin', 'kielellämme', 'kieliltä', 'kielemme', 'liukkaalta', 'kierokielinen', 'kielin', 'egyptinmeren', 'kielensäkin', 'kielille', 'kieltäni', 'näkivät', 'omilla', 'kieleen']"
tongue,est,"['keeli', 'keel', 'keeles', 'keelt', 'keelte', 'keelega', 'keeled', 'tulekeeli', 'keeltes', 'keeltega', 'keelest', 'keeltest', 'keelele']"
tongue,pol,"['język', 'językiem', 'języka', 'języku', 'językami', 'języki', 'języków', 'językowi', 'językach', 'likaońsku']"
tongue,ita,"['lingua', 'lingue']"
tongue,cym,"['tafod', 'dafod', 'nhafod', 'tafodau', 'thafod', 'thafodau', 'ieithoedd', 'iaith', 'tafodiaith', 'hiaith', 'hieithoedd', 'galed', 'dafodau', 'ydwyf', 'siaradus', 'ffagl', 'ddieithr', 'twyllodrus', 'rai', 'ddatguddiad']"
foot,spa,"['pies', 'pie', 'patas', 'metros']"
foot,eng,"['feet', 'foot']"
foot,deu,"['füße', 'füßen', 'fuß', 'fußsohle', 'fußes', 'fußsohlen', 'fußvolk', 'hindurchziehen', 'fuße', 'unterhalb', 'fußbruch', 'teils', 'schnellfüßiger', 'neunzig', 'betreten']"
foot,zho,"['脚', '脚上', '脚下', '前', '上', '，', '洗脚', '步行', '脚掌', '脚凳', '腿', '起来', '的', '脚步', '脚前', '步兵', '手脚', '脚踪', '我的脚', '踏在', '大拇指', '脚步声', '作事', '摔掉', '六十万', '就是了', '鞋子', '歇息', '穿坏', '失足', '脚蘸', '踏过', '站的', '脚踏', '脚边', '波阿斯脚边', '阵亡', '腿上', '脚踪所', '跛', '瘸', '后头', '脚后', '脚像', '双脚', '伯', '到头', '跌', '紧随', '脚若', '走兽', '手', '急飞', '手臂', '人人', '有脚', '脚正', '脚走', '路径', '脚怎', '停', '脚要', '喜欢', '踏足', '顿足', '兽的蹄', '爪', '站起', '不能', '脚必', '跟前', '赶到', '脚哭', '公尺', '脚和', '站直', '陆路', '为我', '假如脚', '修直']"
foot,fra,"['pieds', 'pied', 'suite', 'le', 'pattes', 'debout', 'pas', 'mains', 'environ']"
foot,nld,"['voeten', 'voet', 'poten', 'voetzool', 'voetzolen', 'voetvolk', 'rechtervoet', 'is', 'snelvoetig', 'overeind', 'plaats', 'meter']"
foot,pol,"['stopy', 'stóp', 'nogi', 'nogach', 'stopa', 'nogami', 'nóg', 'pieszych', 'stopami', 'pieszo', 'stopę', 'nogę', 'noga', 'stopie', 'stopą', 'stopach', 'stopom', 'nogą', 'ruszył', 'poniżej', 'podnóża', 'szybkonogi', 'tuż', 'postawił', 'obmył', 'wchodził', 'łapy']"
foot,tur,"['ayakları', 'ayaklarının', 'ayaklarını', 'ayaklarına', 'ayak', 'yaya', 'ayaklarımı', 'ayağını', 'ayağa', 'ayağın', 'adım', 'ayağının', 'ayaklarından', 'ayaklarınız', 'ayaklarımın', 'ayaklarınızın', 'önüne', 'ayağı', 'ayaklarınızı', 'dibinde', 'ayaklar', 'ayağına', 'basacak', 'eteğinde', 'halkaların', 'yürüyüp', 'kaçtı', 'yürüyerek', 'tarlaya', 'ayakların', 'geyiklerinki', 'ayaklarım', 'çiğniyordu', 'ayaklarıma', 'kesimlerinde', 'koydu', 'başparmaklarına', 'sıçramak', 'yetişkin', 'istemiyorum', 'bahçesi', 'soyunu', 'eskidi', 'kâhinlerin', 'ayakucunda', 'araştırıp', 'koşardı', 'sakattı', 'ederdi', 'odaya', 'düşünürler', 'ayağıyla', 'izliyor', 'topalın', 'peşinde', 'saldırıyorlar', 'ayağım', 'ayaklarımızın', 'kaymasına', 'yıkansın', 'dökmekten', 'adımlarımı', 'adımlarım', 'düzle', 'anlatır', 'bacaktaki', 'görkemli', 'kurdular', 'tepin', 'ayağınla', 'çiğnemeniz', 'ayaklarınızla', 'doldu', 'kısmen', 'habercisi', 'geliyordu', 'etleri', 'adımlarla', 'yapışan', 'saçlarıyla', 'ayaklarında', 'yatırıldığı', 'uzaklıkları', 'istediğinden', 'ayaklara']"
foot,rus,"['ноги', 'ног', 'ногам', 'нога', 'ногами', 'ногах', 'пеших', 'ногу', 'стопы', 'ногой', 'подножия', 'головы', 'ступней', 'пешком', 'ноге', 'ступни', 'ножками', 'ножек', 'пешим', 'но́ги', 'шаги', 'сесть', 'ноги́', 'ступнями', 'пройти', 'заплатами', 'наступите', 'ходил', 'побежал', 'обычно', 'быстроногим', 'вышли', 'встал', 'пятам', 'стопами', 'службу', 'шёл', 'стопам', 'чтобы', 'быстроногий', 'опередили', 'вскочил', 'метрах', 'ходить', 'лапы']"
foot,fin,"['jalkansa', 'jalkojensa', 'jalkani', 'jalat', 'jalkasi', 'jalkojen', 'jalkamiestä', 'jalka', 'jalan', 'jalkoihinsa', 'jalkojesi', 'jaloistaan', 'jalkoihin', 'jalkaisin', 'jalkojeni', 'jalkojani', 'jalkanne', 'jalkaansa', 'isoonvarpaaseen', 'jaloilleen', 'jalkoja', 'jalkaasi', 'jaloista', 'jalastasi', 'jalkapohjasta', 'juureen', 'jaloillaan', 'jalkojasi', 'jalkojaan', 'jalkaterät', 'jalkamme', 'jaloilleni', 'jalkojenne', 'lepopaikkaa', 'jalassanne', 'jaloin', 'jalkaa', 'jalkopäästään', 'jalkopäässään', 'jaloissaan', 'jalanjälkiään', 'jalassaan', 'jalkapohjillani', 'jalallaan', 'jalallasi', 'jaloillesi', 'jaloillasi', 'jaloistanne', 'idän', 'alapuolelle', 'jalkateriään', 'juurella', 'jalanleveyttäkään', 'kasteltava', 'jalastaan', 'jalassasi', 'jalansijoille', 'aamuvarhaisesta', 'liikkuu', 'jalkapohjiensa', 'kintereillään', 'jalasta', 'rammalle', 'alle', 'askeleitaan', 'jalkoihinne', 'rautaisiin', 'olivat', 'jalalle', 'nopeajalkainen', 'jalkapohjienne', 'jalkoihini', 'jalkoihimme', 'jalkopäässä', 'metrin', 'jalkapohjansa', 'sandaaleja', 'kiinnitti', 'jaloille', 'kenkinä', 'jaloillenne']"
foot,est,"['jalgade', 'jalgu', 'jalge', 'jalad', 'jalgadele', 'jalga', 'jalgadelt', 'jalgsi', 'jalg', 'jalule', 'jalast', 'jalapink', 'meetrit', 'jalalabad', 'jalgadel', 'valmidus', 'rõivast', 'jala']"
foot,ita,"['piedi', 'piede', 'mise', 'calcagna', 'metri']"
foot,cym,"['draed', 'traed', 'droed', 'nhraed', 'troed', 'thraed', 'nhroed', 'throed', 'islaw', 'congl', 'ôl', 'daith', 'arhosodd', 'gyniweirfa', 'ddeudroed', 'wrthym', 'cufydd', 'fyny']"
knee,eng,"['knees', 'knee']"
knee,spa,"['rodillas', 'rodilla']"
knee,deu,"['knie', 'knien', 'kniefällig', 'nieder']"
knee,zho,"['跪下', '膝上', '双膝', '膝', '屈膝', '下跪', '跪在', '发软', '跪', '归', '膝下', '未曾', '有膝', '弯曲', '软弱', '万膝', '膝都', '膝盖', '用膝', '情景', '下来', '万膝必']"
knee,fra,"['genoux', 'genou']"
knee,pol,"['kolana', 'kolanach', 'kolano', 'kolan', 'kolanami', 'klęczkach']"
knee,ita,"['ginocchia', 'ginocchio', 'ginocchi']"
knee,rus,"['колени', 'коленях', 'колено', 'коленям', 'колен', 'коленями']"
knee,cym,"['gliniau', 'liniau', 'ngliniau', 'plyga', 'gostyngodd', 'liniau’r', 'blyga', 'plygai']"
knee,est,"['põlvili', 'põlv', 'põlvede', 'baali', 'põlvitan', 'põlved']"
knee,fin,"['polvilleen', 'polvet', 'polvi', 'polvien', 'polvilleni', 'polveni', 'polvieni', 'polviltaan', 'polviisi', 'polviensa', 'polvillaan', 'notkuvia', 'polvilla', 'polvetkin', 'polviin', 'polvensakin', 'polvistuen', 'polvistui', 'polveaan']"
belly,eng,"['belly', 'bellies']"
belly,spa,"['vientre', 'hinche', 'vientres', 'barriga']"
belly,deu,"['leib', 'bauch', 'leibes', 'mutterleib', 'leibesfrucht', 'bauchung', 'bauches']"
belly,zho,"['腹中', '肚腹', '母胎', '腹', '肚子', '生', '母腹', '脏腑', '身', '胎', '亲生', '肚', '吃', '肚腹必', '肚腹里拔', '兄弟', '出来', '里面', '枯干', '耳朵', '自会', '如何', '爱子', '海洋']"
belly,fra,"['ventre', 'renflement']"
belly,nld,"['buik', 'uitdrijven', 'buikspieren']"
belly,pol,"['łona', 'brzuch', 'brzucha', 'brzuchu', 'łonie', 'matki', 'brzuchów', 'wypukłości', 'zaniesiony', 'wnętrza', 'wnętrzu']"
belly,rus,"['утробы', 'живот', 'внутренности', 'животе', 'живота', 'чрева', 'брюхе', 'утробе', 'желудке', 'съели', 'украшенной', 'утробу', 'утроба', 'внутренностях', 'склонилась', 'желудок', 'сердце', 'чреве', 'беременности', 'брюха', 'вкрадчивыми', 'желудка']"
belly,fin,"['kohdusta', 'kohdun', 'vatsansa', 'vatsasi', 'äidinkohdusta', 'hedelmää', 'kohtunsa', 'vatsani', 'kohdussa', 'vatsa', 'kohdussaan', 'maasi', 'vatsastaan', 'äidinkohdussa', 'asti', 'osat', 'kohtuni', 'vatsallasi', 'kohdussasi', 'vatsaan', 'kulkevaa', 'hedelmä', 'hedelmään', 'vatsaansa', 'paksunnoksen', 'vatsassaan', 'sisuksissani', 'vatsalihaksissa', 'vatsan', 'vatsamme', 'sisuksissasi', 'kohtua', 'vatsasta', 'suunnattoman', 'vatsaa', 'karvastelee', 'vatsaani']"
belly,est,"['kõhus', 'orjad', 'kõhu', 'kõht']"
belly,ita,"['ventre', 'rigonfiamento']"
belly,cym,"['groth', 'bol', 'fol', 'fru', 'chroth', 'mol', 'nghroth', 'bru', 'dor', 'boliau', 'boten', 'canol', 'croth', 'corff', 'nghymell', 'gorff', 'galon', 'crothau']"
neck,eng,"['neck', 'necks']"
neck,spa,"['cuello', 'cerviz', 'cuellos', 'nuca']"
neck,deu,"['hals', 'nacken', 'genick', 'hälsen', 'halses', 'wohl', 'hälse']"
neck,zho,"['颈项', '颈上', '上', '背向', '顽固', '金链', '逃', '扭断', '硬颈', '颈骨', '逃跑', '主', '拯救', '旷野', '连连', '度外']"
neck,fra,"['cou', 'nuque', 'cous', 'moulin']"
neck,nld,"['hals', 'nek', 'toegekeerd', 'goed']"
neck,pol,"['kark', 'szyi', 'szyję', 'karku', 'szyja', 'szyjach', 'karki', 'karków', 'karkiem', 'karkach', 'szyje', 'plecy', 'nadstawili']"
neck,rus,"['шею', 'шеи', 'шее', 'упрямыми', 'шея', 'шеях', 'затылки', 'упрямы', 'упрямство', 'спиной', 'упрямым', 'неоднократные', 'затылком', 'ожерелье', 'крыши', 'головой']"
neck,fin,"['kaulaansa', 'niskan', 'niskaansa', 'kaulaan', 'niskasta', 'niskansa', 'niska', 'niskastasi', 'kaulasi', 'niskaanne', 'niskaasi', 'niskasi', 'selkänsä', 'niskaan', 'niskassa', 'niskalle', 'saalistajien', 'kaulalla', 'pitäneet', 'kaulan', 'kaulassa', 'niskoin', 'kaulastasi', 'niskanne', 'niskaani', 'takaa-ajajamme', 'kaulaasi', 'irti', 'kaulaa', 'kaulansa']"
neck,est,"['kaela', 'riputataks', 'seadnud']"
neck,ita,"['collo', 'nuca']"
neck,cym,"['wddf', 'gwarrau', 'war', 'gwddf', 'yddfau', 'wegil', 'gwar', 'ngwddf', 'gyddfau', 'ngwar', 'torfynygla', 'prŷn', 'anner', 'wargaledrwydd', 'warsyth', 'dorfynyglo', 'warrau’r']"
breast,spa,"['pechos', 'pecho']"
breast,eng,"['breasts', 'breast']"
breast,deu,"['brust', 'brüste', 'brüsten', 'bruststücke']"
breast,zho,"['胸', '乳', '哺养', '乳房', '胸怀', '胸膛', '哺乳', '胸归', '强取', '自出', '吃', '母怀', '哀哭', '的奶', '怀里', '悲哀', '淫态', '婴孩']"
breast,fra,"['seins', 'poitrine', 'sein', 'poitrines']"
breast,ita,"['petto', 'mammelle', 'petti']"
breast,rus,"['груди', 'грудь', 'грудей', 'грудью', 'грудями', 'младенцев']"
sun,eng,['sun']
sun,spa,['sol']
sun,deu,"['sonne', 'sonnenaufgang', 'sonnenuntergangs', 'auszusondern', 'sonnenuntergang', 'sonnenglut']"
sun,zho,"['太阳', '之下', '日落', '日头', '方向', '天日', '之地', '日', '日出', '日光', '全境', '同床', '无云', '传遍', '以东', '刮去', '确实', '有福', '退', '日月', '烈日', '道路']"
sun,fra,"['soleil', 'levant', 'coucher']"
sun,nld,"['zon', 'zonsondergang', 'zón']"
sun,pol,"['słońce', 'słońca', 'słońcem', 'słońcu', 'przesuwa']"
sun,tur,"['güneş', 'güneşin', 'güneşi', 'güneşe', 'gün', 'gündoğusundan', 'batmadan', 'batınca', 'ışığı', 'güneşte', 'as', 'ayırdı', 'yakasındaydılar', 'topraklar', 'edineceksiniz', 'vaktinde', 'geballıların', 'kislot-tabor', 'beyt-dagon’a', 'uzanıyordu', 'sizindir', 'dolandılar', 'kadar', 'günün', 'güpegündüz', 'herkesin', 'güneştir', 'parlayacak', 'gündoğusundakiler', 'günbatımına', 'kurtarıyorum', 'güneşini']"
sun,afr,"['son', 'sonsopgang', 'sonsondergang', 'bes']"
sun,cat,"['sol', 'duri', 'solellada', ""d'orient""]"
sun,dan,"['solen', 'opgang', 'sol', 'solnedgang', 'solopgangen', 'solens', 'solnedgangen', 'ned']"
sun,fin,"['aurinko', 'auringon', 'päin', 'aurinkoa', 'auringolle', 'puolella', 'auringonnoususta', 'aurinkonsa', 'auringossa', 'aurinkoon', 'kislot-taborin', 'aikaan', 'auringonpaisteessa', 'aurinkoakaan', 'perääntyä', 'laske', 'auringonkin', 'ponnisteli', 'aurinkokin', 'auringosta']"
sun,ell,"['ήλιος', 'ήλιο', 'ήλιου', 'ήλιε']"
sun,hun,"['nap', 'napot', 'felé', 'napnak', 'napnyugtáig', 'napnyugtakor', 'naplementekor', 'napnyugta', 'oldalán', 'felől', 'napra', 'napban', 'kiszlót-tábor', 'júdáig', 'földjétől', 'harsány', 'napnyugattól', 'leáldozott', 'napról', 'földjéről', 'napját', 'napba']"
sun,isl,"['sólin', 'sól', 'sólu', 'sólar', 'sólarinnar', 'renna', 'sólarupprás', 'sólsetur', 'sólinni', 'sólina', 'austri', 'sólunni']"
sun,gle,"['ghrian', 'gréine', 'ngrian', 'grian', 'iordáin', 'luí', 'greine', 'lae', 'soir', 'thiar', 'ghéigil', 'críocha', 'oirthir', 'néil', 'fuineadh', 'ngréin', 'ghealach', 'bréag', 'imithe', 'oirthear', 'ea', 'anoir']"
sun,xho,"['kwelanga', 'ilanga', 'elangeni', 'lilanga', 'njengelanga', 'ngasempumalanga', 'langa', 'kwanelanga', 'nelanga', 'ngelanga', 'ngasentshonalanga', 'entshonalanga', 'ulilanga', 'welanga', 'lasentshonalanga', 'belanga', 'lithi', 'babunjengelanga', 'selanga', 'bunjengelanga', 'yalanga']"
sun,ita,"['sole', 'levante']"
sun,lit,"['saulė', 'saulei', 'saulės', 'saule', 'saulę', 'pasaulyje', 'saulėje', 'šioje', 'rytuose', 'pusėje', 'apsiplovęs', 'vakaruose', 'rytus', 'jūros', 'saulėtekio', 'dirbti', 'blogybėtas', 'ateis', 'rytuosematys', 'patekėjus', 'vakarų', 'nusileidus', 'saulėn', 'rytų']"
sun,mlt,"['ix-xemx', 'x-xemx', 'bħax-xemx', 'tax-xemx', 'xemx', 'lix-xemx', 'bix-xemx', 'mix-xemx', 'fix-xemx', 'għax-xemx', 'tiddi']"
